Phone Name,Condition,Price,Shipping Cost,Location,Seller Info,Quantity Sold
Apple iPhone 13 | 13 mini - 128GB | 256GB - All Colors - Unlocked T-Mobile AT&T,Open Box,$329.95 to $419.95,+$35.87 shipping,from United States,"uki-mobile (3,327) 99.2%",Quantity sold not found
Apple iPhone 7 Factory Unlocked GSM 32GB 128GB 256GB AT&T T-mobile Good,Good - Refurbished,$73.99,+$28.32 shipping,from United States,"sami809 (256,490) 97.9%",664+ sold
Apple iPhone 13 mini 128GB Factory Unlocked AT&T T-Mobile Verizon Good Condition,Good - Refurbished,$319.95,+$36.02 shipping,from United States,"supplytronics (109,827) 98.4%",314+ sold
New ListingBrand New Apple iPhone 15 Pro - 128 GB - Blue (Boost Mobile Carrier Lock),Open Box,$724.98,+$47.52 shipping,from United States,all_things_hype (18) 100%,Quantity sold not found
Apple iPhone 13 · 128GB · All Colors · T-Mobile Only · Visible Scratches (Good),Good - Refurbished,$289.00,+$34.66 shipping,from United States,"syn_ergy (23,144) 97.1%",Quantity sold not found
Apple iPhone 13 Pro 5G 128GB/256GB/512GB,Open Box,"$499.95 to $1,100.00",+$41.33 shipping,from United States,"wilzeecorp (76,649) 98%",Quantity sold not found
Apple iPhone 14 Pro - 1 TB - Black (Unlocked),Open Box,$481.00,+$46.50 shipping,from United States,avall41 (139) 100%,Quantity sold not found
Apple iPhone 14 - 128GB - Blue (Unlocked) Mint Condition.,Pre-Owned,$321.16,+$82.06 shipping estimate,from United Kingdom,"sskues (2,266) 100%",Quantity sold not found
Apple iPhone 14 Pro Max - 128GB 256GB 512GB 1TB - All Colors - Excellent,Excellent - Refurbished,$668.00 to $929.00,+$51.33 shipping,from United States,"buybackboss (17,819) 98.8%",Quantity sold not found
Apple iPhone 12 5G 64GB/128GB Straight Talk/Total By Verizon/TracFone/Simple,Open Box,$239.99,+$33.21 shipping,from United States,"innovee.tech (21,601) 98.6%",23+ sold
Apple iPhone x 256GB Fully Unlocked (GSM-CDMA) Silver New Condition 10/10,Brand New,$195.00,+$31.89 shipping,from United States,offmatrix (151) 95.1%,7 sold
Apple iPhone 14 128GB Factory Unlocked AT&T T-Mobile Verizon Very Good Condition,Very Good - Refurbished,$444.95,+$39.70 shipping,from United States,"supplytronics (109,827) 98.4%",196+ sold
Apple iPhone X 64GB 256GB Factory Unlocked AT&T T-mobile Verizon Good,Good - Refurbished,$168.99,+$31.12 shipping,from United States,"sami809 (256,490) 97.9%",72+ sold
Phone 256 Gb PERFECT WORKING MACHINE,Pre-Owned,$202.50,+$217.33 shipping,from United States,joco-2241 (-1) 40%,Quantity sold not found
Apple iPhone XR - 64GB 128GB 256GB - All Colors - Good Condition,Good - Refurbished,$158.00 to $169.00,+$31.12 shipping,from United States,"buybackboss (17,819) 98.8%",113+ sold
Apple iPhone 11 PRO 64GB 256GB 512GB (UNLOCKED) ✅NEVER ACTIVATED✅ ⚫🟢🟠 ❖SEALED❖,Brand New,$378.95 to $429.95,+$37.76 shipping,from United States,"santamonicawireless (32,072) 98.9%",60+ sold
APPLE IPHONE 14 PRO 128GB 256GB 512GB 1TB (FACTORY UNLOCKED) ALL COLORS ✤SEALED✤,Brand New,$799.95 to $819.95,+$50.77 shipping,from United States,"santamonicawireless (32,072) 98.9%",Quantity sold not found
Apple iPhone 12 64GB in Black (UNLOCKED) Good Condition 96%-99% Battery Health,Pre-Owned,$278.56,+$57.44 shipping estimate,from United Kingdom,"thehardwarepros (1,959) 99.4%",Quantity sold not found
NEW*  Apple iPhone 15 | 128GB Blue | Factory Unlocked,Open Box,$679.99,+$46.19 shipping,from United States,"adopt-a-phone (12,493) 99.7%",172 sold
New Apple iPhone 13 A2482 128GB Factory Unlocked All Mobile Carriers All Colors,Brand New,$497.99,+$40.82 shipping,from United States,"mistyelectronics (132,792) 99.3%",59+ sold
New Apple iPhone 12 256GB A2172 Factory Unlocked All Mobile Carriers All Colors,Brand New,$424.99,+$38.67 shipping,from United States,"mistyelectronics (132,792) 99.3%",27+ sold
Apple iPhone 16 Pro PHYSICAL SIM CARD TRAY - US 2-DAY SHIP 128GB 256GB 512GB 1TB,Brand New,"$1,506.59 to $2,141.72",+$73.85 shipping,from Canada,anannavde (203) 96.7%,Quantity sold not found
Apple iPhone 13 256GB Factory Unlocked AT&T T-Mobile Verizon Excellent Condition,Excellent - Refurbished,$429.95,+$39.26 shipping,from United States,"supplytronics (109,827) 98.4%",76+ sold
"APPLE 2024 iPHONE 16 PRO MAX 6.9"" 256/512GB/1TB UNLOCKED (A3297 REAL DUAL SIM)",Brand New,"$2,387.00 to $2,887.00",Free International Shipping,from Hong Kong,"sparohawk (11,154) 100%",Quantity sold not found
Apple iPhone 13 Pro 256GB Unlocked AT&T T-Mobile Verizon Excellent Condition,Excellent - Refurbished,$534.95,+$42.36 shipping,from United States,"supplytronics (109,827) 98.4%",364+ sold
Apple iPhone 14 Pro - 128 GB - Space Black (Unlocked),Open Box,$619.95,+$44.42 shipping,from United States,"nycphonebuyer (1,167) 94.9%",Quantity sold not found
Apple iPhone 14 Plus 128GB Unlocked AT&T T-Mobile Verizon Very Good Condition,Very Good - Refurbished,$484.95,+$40.88 shipping,from United States,"supplytronics (109,827) 98.4%",393+ sold
APPLE IPHONE 14 PRO 128GB 256GB 512GB 1TB (FACTORY UNLOCKED) ALL COLORS ✤O/B✤,Open Box,$699.95 to $799.95,+$50.18 shipping,from United States,"santamonicawireless (32,072) 98.9%",Quantity sold not found
Apple iPhone 15 - 128GB - Pink (Unlocked) Sim Free,Pre-Owned,$566.29,+$91.83 shipping estimate,from United Kingdom,xxsheyxx (804) 100%,Quantity sold not found
Apple iPhone 12 64GB 5G Red (AT&T/GSM UNLOCKED) Smartphone NEW OTHER SEALED BOX,Open Box,$298.55,+$35.38 shipping,from United States,"extremediscountla (18,174) 98.8%",Quantity sold not found
New ListingiPhone 15 Pro 128gb - Vodafone - Natural Titanium (no time wasters),Brand New,$650.06,+$16.53 shipping,from Ireland,misales-24 (1) 100%,Quantity sold not found
 Apple iPhone 16 Pro Max & 16 Pro (Unlocked) BRAND NEW SEALED  Ready to ship ,Brand New,"$2,017.40 to $3,275.81",Free International Shipping,from United Kingdom,"gwappa (1,337) 100%",Quantity sold not found
New ListingApple iPhone 14 Pro Max - 128GB - Black Damaged,Parts Only,$589.88,+$72.82 shipping estimate,from United Kingdom,stourporttechrepair (879) 100%,Quantity sold not found
Apple iPhone XS MAX Fully Unlocked (Any Carrier) 64GB 256GB 512GB Good,Good - Refurbished,$254.99,+$34.10 shipping,from United States,"sami809 (256,490) 97.9%",26+ sold
Apple iPhone 15 Pro 128GB Black Titanium Boost Mobile,Open Box,$738.00,+$48.35 shipping,from United States,"fasttraxtransactions (10,031) 99.2%",Quantity sold not found
Apple iPhone 13 Pro Max 128GB Unlocked AT&T T-Mobile Verizon Excellent Condition,Excellent - Refurbished,$569.95,+$43.39 shipping,from United States,"supplytronics (109,827) 98.4%",374+ sold
Apple iPhone 14 Pro Max 128GB Unlocked AT&T T-Mobile Verizon Very Good Condition,Very Good - Refurbished,$689.95,+$46.93 shipping,from United States,"supplytronics (109,827) 98.4%",42+ sold
Working well Apple iPhone 5 5c 5s 8/16/32/64GB All colours Fully UNLOCKED Good!!,Open Box,$28.95 to $95.95,Free International Shipping,from China,cuisiting-005 (108) 95.6%,Quantity sold not found
New Apple iPhone 13 - 128GB - Midnight (Unlocked) - SEALED,Brand New,$509.58,Free International Shipping,from Canada,primedrew (15) 100%,Quantity sold not found
Apple iPhone 14 Plus 128GB Blue Unlocked E-Sim New Sealed,Brand New,$609.95,+$44.57 shipping,from United States,"trd_digital (6,046) 99.7%",Quantity sold not found
New Sealed Apple iPhone 11 64GB White (For Boost Mobile) Dual Sim (Sim + eSim),Brand New,$189.99,+$31.74 shipping,from United States,"innovee.tech (21,601) 98.6%",62 sold
Apple iPhone 8 Plus 64GB 128GB 256GB Fully Unlocked AT&T T-mobile Verizon Good,Good - Refurbished,$133.99,+$30.09 shipping,from United States,"sami809 (256,490) 97.9%",167+ sold
NEW*  Apple iPhone 15 Pro | 128GB | Factory Unlocked | All Colors!,Open Box,$859.99,+$51.50 shipping,from United States,"adopt-a-phone (12,493) 99.7%",Quantity sold not found
Apple iPhone SE 3rd Gen  - A2595 - 64GB | 128GB | 256GB (Unlocked) Smartphone,Open Box,$149.95 to $219.95,+$32.62 shipping,from United States,"uki-mobile (3,327) 99.2%",Quantity sold not found
Apple iPhone 7 Factory Unlocked GSM SmartPhone AT&T T-mobile 32GB 128GB 256GB,Open Box,$78.99 to $93.99,+$28.46 shipping,from United States,"sami809 (256,490) 97.9%",61+ sold
New Apple iPhone SE 3rd Gen Boost/Straight Talk/T-Mobile/Verizon 64GB 128GB 256G,Open Box,$139.99,+$30.26 shipping,from United States,"innovee.tech (21,601) 98.6%",Quantity sold not found
Apple iPhone 14 A2649 T-Mobile Only 128GB Purple Good,Good - Refurbished,$359.99,+$36.75 shipping,from United States,"yywirelesss (143,054) 97.7%",Quantity sold not found
Apple iPhone 11 - 128GB - Fully Unlocked (ALL CARRIERS) - VERY GOOD Condition,Very Good - Refurbished,$237.99,+$33.15 shipping,from United States,"gadget-solutions (4,245) 97.8%",150+ sold
Apple iPhone 13 128GB 256GB 512GB - Unlocked - All Colours - GOOD CONDITION,Good - Refurbished,$401.12,+$61.68 shipping estimate,from United Kingdom,"mobilecrazylimited (8,591) 98.6%",20+ sold
iPhone 13 - Factory Unlocked - 128GB - Black - Brand New,Brand New,$495.00,+$40.74 shipping,from United States,"buybackboss (17,819) 98.8%",67 sold
New ListingApple iPhone 15 - 128 GB - Black (Verizon) New & Sealed,Brand New,$550.00,+$52.12 shipping,from United States,ghopps1 (36) 100%,Quantity sold not found
Apple iPhone 13  - 256GB -   All Colours 5G Excellent Pristine A+ with Apple Box,New (Other),$557.05,+$67.05 shipping estimate,from United Kingdom,"tradersplusltd (14,802) 99.5%",17+ sold
New ListingApple iPhone 14 - 128GB - Blue (Unlocked) Heavy Scratches,Pre-Owned,$275.28,+$75.15 shipping estimate,from United Kingdom,superiorphones (107) 87.5%,Quantity sold not found
Apple iPhone 12 - 64GB | 128GB - A2172 - (Unlocked) Verizon T-Mobile AT&T Metro,Open Box,$249.95 to $299.95,+$34.69 shipping,from United States,"uki-mobile (3,327) 99.2%",Quantity sold not found
New ListingApple iPhone 14 Plus 128GB Black Midnight Locked iCloud + Screen Striped,Parts Only,$275.45,+$27.43 shipping,from France,yacgui_4 (84) 100%,Quantity sold not found
Apple iPhone 12 64GB Factory Unlocked AT&T T-Mobile Verizon Very Good Condition,Very Good - Refurbished,$264.95,+$34.39 shipping,from United States,"supplytronics (109,827) 98.4%","2,092+ sold"
Apple iPhone 12 128GB Factory Unlocked AT&T T-Mobile Verizon Very Good Condition,Very Good - Refurbished,$304.95,+$35.57 shipping,from United States,"supplytronics (109,827) 98.4%",578+ sold
New Sealed Apple iPhone SE 3rd Gen 64GB Midnight Unlocked Any Carrier Worldwide!,Brand New,$278.99,+$34.36 shipping,from United States,"innovee.tech (21,601) 98.6%",139 sold
Apple iPhone 14 IOS Unlocked Smartphone Grade A  All GB Sizes All Colours,Pre-Owned,$550.56,+$66.83 shipping estimate,from United Kingdom,ice-commsmobile (644) 100%,Quantity sold not found
Apple iPhone 11 Pro 64GB 256GB 512GB - Unlocked - All Colours - GOOD CONDITION,Good - Refurbished,$281.83,+$57.56 shipping estimate,from United Kingdom,"mobilecrazylimited (8,591) 98.6%",Quantity sold not found
Apple iPhone 15 - 128GB - Black/Pink/Yellow/Green/Blue - Apple Refurbished,Excellent - Refurbished,$786.50 to $825.82,+$74.97 shipping estimate,from United Kingdom,"shoxitech (1,354) 100%",Quantity sold not found
Apple iPhone 14 - 128 GB - Black (Unlocked),Brand New,$410.00,+$38.67 shipping,from United States,shajar3465 (9) 88.9%,Quantity sold not found
Apple iPhone 12 - 64GB 128GB 256GB - Factory Unlocked - All Colors - Good,Good - Refurbished,$299.85 to $309.85,+$34.98 shipping,from United States,"eazytrade84 (99,310) 98.8%",57+ sold
Apple iPhone 13  128GB 5G Midnight (AT&T & GSM UNLOCKED) NEW OTHER SEALED BOX,Open Box,$424.88,+$39.11 shipping,from United States,"extremediscountla (18,174) 98.8%",9 sold
Apple iPhone 12 - 64GB 128GB 256GB - All Colors - Good Condition,Good - Refurbished,$245.00 to $319.00,+$35.25 shipping,from United States,"buybackboss (17,819) 98.8%",49+ sold
Apple iPhone 13 mini 128GB Factory Unlocked AT&T T-Mobile Verizon Very Good,Very Good - Refurbished,$329.95,+$36.31 shipping,from United States,"supplytronics (109,827) 98.4%",931+ sold
Apple iPhone 15 Pro 512GB ( Unlocked) US E-Sim Version. Excellent,Excellent - Refurbished,$894.99,+$52.54 shipping,from United States,"amazing-wireless (141,985) 99.4%",86+ sold
Apple iPhone 15 256GB Factory Unlocked AT&T T-Mobile Verizon Excellent Condition,Excellent - Refurbished,$674.95,+$46.49 shipping,from United States,"supplytronics (109,827) 98.4%",65+ sold
Apple iPhone 8 Plus 64GB A1897 4G LTE Fully Unlocked AT&T T-Mobile Verizon Gold,Open Box,$139.99,+$30.26 shipping,from United States,"creo_cellular (32,553) 96.5%",119 sold
Apple iPhone 13 mini A2481 T-Mobile Only 128GB Blue Good,Good - Refurbished,$259.99,+$33.80 shipping,from United States,"yywirelesss (143,054) 97.7%",Quantity sold not found
Apple iPhone 15 Pro - 256 GB - Blue (Unlocked) Open,Open Box,$829.95,+$51.06 shipping,from United States,"nycphonebuyer (1,167) 94.9%",Quantity sold not found
Apple iPhone 11 Pro Max 256GB (A2161) Fully Unlocked - Excelent Condition,Open Box,$369.00 to $374.99,+$37.64 shipping,from United States,"creo_cellular (32,553) 96.5%",109+ sold
iPhone 14 - AT&T - 128GB - Midnight - Excellent,Open Box,$425.00,+$39.11 shipping,from United States,"buybackboss (17,819) 98.8%",14 sold
Apple iPhone Boxed 5S 16GB/32GB ALL Colour Unlocked 4G Smartphone-Pristine,New (Other),$52.42,+$49.64 shipping estimate,from United Kingdom,"ontel2019 (12,327) 97.8%",660+ sold
Apple iPhone XS 64GB-256GB-512GB Fully Unlocked (CDMA+GSM) - VERY Good Condition,Very Good - Refurbished,$164.99 to $179.99,+$31.00 shipping,from United States,"gadget-solutions (4,245) 97.8%",21+ sold
Apple iPhone 14 - 128GB - Starlight (Unlocked),Pre-Owned,$182.21,+$57.98 shipping estimate,from United Kingdom,allstarrick159 (189) 100%,Quantity sold not found
Apple iPhone 2g 1st generation 8gb 1st Gen Collectors Piece  Good Condition,Pre-Owned,$426.01,+$74.26 shipping estimate,from United Kingdom,ashy2005k (552) 100%,Quantity sold not found
Apple iPhone SE 3rd Gen 2022 Fully Unlocked (Any Carrier) 5G Very Good,Very Good - Refurbished,$249.99,+$33.51 shipping,from United States,"sigmacellular (130,884) 96.5%",28+ sold
Apple iPhone 13 128GB 256GB - Unlocked Verizon AT&T Cricket T-Mobile - Excellent,Excellent - Refurbished,$379.95 to $399.95,+$37.93 shipping,from United States,"tech-hobbies (5,306) 99.7%",Quantity sold not found
In-Box Apple iPhone 15 256GB 128GB Factory Unlocked A2846 Excellent- All Colors,Open Box,$634.95 to $694.95,+$45.31 shipping,from United States,"compustore2020 (10,628) 98.2%",Quantity sold not found
Apple iPhone 6 16GB 32GB 64GB 128GB - Unlocked Smartphone All Colours Good,Pre-Owned,$58.92 to $65.48,+$50.09 shipping estimate,from United Kingdom,"innofinity-worldwide (126,261) 98.7%",Quantity sold not found
Apple iPhone 14 Pro Max - 128 GB - Gold (AT&T),Open Box,$425.00,+$39.11 shipping,from United States,aziznet (298) 87.5%,Quantity sold not found
Apple iPhone 14 Pro 128GB Unlocked Excellent Condition - All Colors,Excellent - Refurbished,$649.99 to $664.99,+$45.31 shipping,from United States,"itsworthmore (83,680) 98.7%",Quantity sold not found
Apple iPhone SE 2nd Gen 2020 Fully Unlocked GSM/CDMA 64GB 128GB 256GB,Open Box,$123.99 to $179.99,+$31.44 shipping,from United States,"sami809 (256,490) 97.9%",141+ sold
Apple iPhone 13 | 13 mini - 128GB | 256GB - Unlocked T-Mobile AT&T Verizon,Very Good - Refurbished,$329.95 to $419.95,+$28.04 shipping,from United States,"uki-mobile (3,327) 99.2%",Quantity sold not found
New Boxed Apple iPhone 8 64GB Unlocked Smartphone Excellent Battery Health,New (Other),$131.07,+$52.36 shipping estimate,from United Kingdom,"ontel2019 (12,327) 97.8%",75+ sold
Apple iPhone 12 256GB Factory Unlocked AT&T T-Mobile Verizon Excellent Condition,Excellent - Refurbished,$334.95,+$36.46 shipping,from United States,"supplytronics (109,827) 98.4%",109+ sold
APPLE IPHONE 14 PLUS 128GB 256GB (FACTORY UNLOCKED) ✅1 YEAR WARANTY✅⚫⚪🔴✤SEALED✤,Brand New,$608.95 to $679.95,+$67.68 shipping,from United States,"santamonicawireless (32,072) 98.9%",Quantity sold not found
Apple iPhone 15 Pro 128GB Unlocked AT&T T-Mobile Verizon Excellent Condition,Excellent - Refurbished,$744.95,+$48.55 shipping,from United States,"supplytronics (109,827) 98.4%",69+ sold
Apple iPhone 14 Plus 128GB Unlocked AT&T T-Mobile Verizon Excellent Condition,Excellent - Refurbished,$504.95,+$41.47 shipping,from United States,"supplytronics (109,827) 98.4%",149+ sold
Apple iPhone 12 | 12 mini 64GB | 128GB | 256GB - Unlocked AT&T Verizon T-Mobile,Open Box,$199.95 to $299.95,+$33.21 shipping,from United States,"tech-hobbies (5,306) 99.7%",Quantity sold not found
【Ready to ship】Apple iPhone 12|7-32GB|128GB-All Colors Unlocked-Excellent CM,Pre-Owned,$79.76,+$7.99 shipping,from China,taicangrongheton-0 (1) 100%,Quantity sold not found
【On Sale】Apple iPhone 11|6-64GB-ALL COLORS Unlocked-Excellent Condition 4h},Pre-Owned,$210.69,+$7.99 shipping,from China,mobiletechsales0 (0) 0%,Quantity sold not found
Shop on eBay,Brand New,$20.00,Shipping cost not found,Location not found,Seller info not found,Quantity sold not found
Shop on eBay,Brand New,$20.00,Shipping cost not found,Location not found,Seller info not found,Quantity sold not found
【Ready to ship】Apple iPhone 12|7-32GB|128GB-All Colors Unlocked-Excellent 3kI,Pre-Owned,$79.76 to $244.59,+$7.99 shipping,from China,mobiletechsales0 (0) 0%,Quantity sold not found
Apple iPhone X|iPhone 5s-32GB|64GB-ALL COLORS Unlocked-Excellent Condition iP,Pre-Owned,$41.26 to $123.79,+$7.99 shipping,from China,taicangrongheton-0 (1) 100%,Quantity sold not found
【On Sale】Apple iPhone Xs Max-256GB-ALL COLORS Unlocked-Excellent Condition HB,Pre-Owned,$186.79,+$7.99 shipping,from China,taicangrongheton-0 (1) 100%,Quantity sold not found
【Multicolor】Apple iPhone XR-64GB-All Colors Unlocked Smartphone-Excellent ff,Pre-Owned,$150.19,+$7.99 shipping,from China,mobiletechsales0 (0) 0%,Quantity sold not found
APPLE IPHONE 14 PRO GOLD 128GB (UNLOCKED) - USED,Pre-Owned,$524.34,+$90.38 shipping estimate,from United Kingdom,"babsiebab (1,523) 99%",Quantity sold not found
In-Box Apple iPhone 15 256GB 128GB Factory Unlocked A2846 Excellent- All Colors,Open Box,$634.95 to $694.95,+$45.31 shipping,from United States,"compustore2020 (10,628) 98.2%",Quantity sold not found
